Time,Truth_x,Truth_y,AMCL_x,AMCL_y
"builtin_interfaces.msg.Time(sec=1701275023, nanosec=826245033)",7.000686074494611,7.339493658092983,6.946323009633131,7.2409826160700925
"builtin_interfaces.msg.Time(sec=1701275025, nanosec=381467191)",7.012527437920071,7.089829844810102,6.969211518083548,7.007653089662415
"builtin_interfaces.msg.Time(sec=1701275026, nanosec=987128505)",7.017410112513629,6.83751511154759,6.956078914014034,6.7671173866182865
"builtin_interfaces.msg.Time(sec=1701275028, nanosec=633080880)",7.026222275685394,6.5860711977784145,6.970539294467842,6.531724330637011
"builtin_interfaces.msg.Time(sec=1701275030, nanosec=454932521)",7.037763274251845,6.314841912651662,6.994100719170411,6.265881544664656
"builtin_interfaces.msg.Time(sec=1701275032, nanosec=79228566)",7.0363734262023865,6.061710286897874,6.988884472207433,6.017406188538523
"builtin_interfaces.msg.Time(sec=1701275033, nanosec=704270927)",7.021872803830267,5.809103580302911,6.992418733824863,5.770362003462348
"builtin_interfaces.msg.Time(sec=1701275035, nanosec=391054199)",6.999965170001989,5.557085496607676,6.978330386870546,5.523501850842665
"builtin_interfaces.msg.Time(sec=1701275036, nanosec=496175861)",6.958323519042723,5.381652246412623,6.944123970069758,5.366606698831678
"builtin_interfaces.msg.Time(sec=1701275037, nanosec=454030551)",6.889629533862411,5.244306096212884,6.898076975073385,5.235646194348886
"builtin_interfaces.msg.Time(sec=1701275038, nanosec=269943341)",6.809988039506908,5.145395790501233,6.811335424428582,5.143022448949134
"builtin_interfaces.msg.Time(sec=1701275039, nanosec=368053586)",6.690910774685936,5.050987918988594,6.666733576690879,5.050085594685589
"builtin_interfaces.msg.Time(sec=1701275041, nanosec=194987330)",6.441928866718826,4.924567502755782,6.401815820398384,4.928532414339952
"builtin_interfaces.msg.Time(sec=1701275043, nanosec=8048915)",6.177418725200916,4.840692419591478,6.146805208358757,4.853613889214366
"builtin_interfaces.msg.Time(sec=1701275044, nanosec=866765254)",5.903038833816555,4.774814794622564,5.878196182693184,4.804941536242631
"builtin_interfaces.msg.Time(sec=1701275046, nanosec=661945848)",5.634295927600836,4.706333635385849,5.607439110234273,4.746368227175599
"builtin_interfaces.msg.Time(sec=1701275048, nanosec=486178729)",5.361030207243677,4.637323788263346,5.342872193841897,4.677543347010168
"builtin_interfaces.msg.Time(sec=1701275050, nanosec=349649974)",5.08944016022028,4.567030359873966,5.0846960337498555,4.60841204803345
"builtin_interfaces.msg.Time(sec=1701275052, nanosec=119351470)",4.820332897920036,4.493145749852123,4.819711538106319,4.536769351225563
"builtin_interfaces.msg.Time(sec=1701275053, nanosec=873090907)",4.552106743777782,4.41423537547297,4.558539076525748,4.465671703111338
"builtin_interfaces.msg.Time(sec=1701275055, nanosec=687883118)",4.282485749800988,4.341348171516666,4.295434370784648,4.392012470259
"builtin_interfaces.msg.Time(sec=1701275057, nanosec=529112849)",4.013907748194044,4.26780080009811,4.013099610311876,4.3259721521473375
"builtin_interfaces.msg.Time(sec=1701275059, nanosec=362102527)",3.742148992128696,4.207688120805214,3.743787403471329,4.26682380806917
"builtin_interfaces.msg.Time(sec=1701275061, nanosec=69903952)",3.4909254529830847,4.170518205255779,3.5047642981533382,4.225618868325021
"builtin_interfaces.msg.Time(sec=1701275062, nanosec=650489599)",3.236670159131813,4.129414881533027,3.236373029918202,4.176357101175434
"builtin_interfaces.msg.Time(sec=1701275064, nanosec=251517113)",2.988641285065133,4.078853057434554,2.9837341440633676,4.14462605159089
"builtin_interfaces.msg.Time(sec=1701275066, nanosec=203510015)",2.7185580073814584,3.997152391848047,2.6978744868998588,4.073247669684552
"builtin_interfaces.msg.Time(sec=1701275067, nanosec=940965261)",2.45518843556668,3.8984387635035698,2.426187236858636,3.9555437676036576
"builtin_interfaces.msg.Time(sec=1701275069, nanosec=800404156)",2.1906135336790755,3.805018857813463,2.19080065499038,3.8476536208977397
"builtin_interfaces.msg.Time(sec=1701275071, nanosec=608773141)",1.9255528155015635,3.7165689340254073,1.9404870665516152,3.764415178003216
"builtin_interfaces.msg.Time(sec=1701275073, nanosec=420208651)",1.6628734304325692,3.606443668639428,1.6820578576789762,3.6362811078842285
"builtin_interfaces.msg.Time(sec=1701275075, nanosec=327917463)",1.4051463485474762,3.439464308206581,1.4468545226728036,3.4504586336437657
"builtin_interfaces.msg.Time(sec=1701275077, nanosec=710166462)",1.1444334207900373,3.1917310071050595,1.2102388186235478,3.185377182680552
"builtin_interfaces.msg.Time(sec=1701275079, nanosec=897088080)",0.9261084229939152,2.9393781550737685,0.9997116819718321,2.9217517224606224
"builtin_interfaces.msg.Time(sec=1701275082, nanosec=41412168)",0.7150107984494788,2.6784614173897676,0.815806820518188,2.6167841481235383
"builtin_interfaces.msg.Time(sec=1701275084, nanosec=249721749)",0.5119339230857097,2.4165580857253124,0.6219466215366861,2.330766802844337
"builtin_interfaces.msg.Time(sec=1701275085, nanosec=733785414)",0.4027020459900161,2.214268271216304,0.507710837861499,2.1284587644585633
"builtin_interfaces.msg.Time(sec=1701275087, nanosec=114020495)",0.34774562472117515,2.022416686785802,0.45263033300265143,1.939054595181545
"builtin_interfaces.msg.Time(sec=1701275088, nanosec=741191379)",0.3312617331321097,1.7687979312236595,0.4664080673077591,1.6952119609346312
"builtin_interfaces.msg.Time(sec=1701275090, nanosec=363663129)",0.3392310470403815,1.5168921269786957,0.47272918571696115,1.462954624685521
"builtin_interfaces.msg.Time(sec=1701275091, nanosec=755210019)",0.3208611010269016,1.2855736316584676,0.45527286945189316,1.2719924746230622
"builtin_interfaces.msg.Time(sec=1701275092, nanosec=934421480)",0.2653298866216776,1.1133347718340694,0.37816304073882995,1.1088071094152534
"builtin_interfaces.msg.Time(sec=1701275094, nanosec=40832857)",0.17521018131518024,0.9607497333535471,0.25928942984388736,0.9698840593214519
"builtin_interfaces.msg.Time(sec=1701275095, nanosec=479092848)",0.02037971425433419,0.7906599571686711,0.08155062051236067,0.8139611377945425
"builtin_interfaces.msg.Time(sec=1701275097, nanosec=723224018)",-0.24678627443078915,0.5942496212672272,-0.1799614980688559,0.6177817940951988
"builtin_interfaces.msg.Time(sec=1701275099, nanosec=616464686)",-0.5171045909333428,0.4473713716510596,-0.4638410794194331,0.4722981388417601
"builtin_interfaces.msg.Time(sec=1701275101, nanosec=369300741)",-0.7713494694143112,0.3239108634413726,-0.7196519097633752,0.3553502640006703
"builtin_interfaces.msg.Time(sec=1701275103, nanosec=168445013)",-1.0263511316736549,0.2052795472784115,-0.9960436983329467,0.2391644026454067
"builtin_interfaces.msg.Time(sec=1701275104, nanosec=931046802)",-1.2828992311389995,0.09643776465993195,-1.2448509044489486,0.12676475204076282
"builtin_interfaces.msg.Time(sec=1701275106, nanosec=760480347)",-1.5396460489872186,0.006359845921349578,-1.4931920024143954,0.03783330639813616
"builtin_interfaces.msg.Time(sec=1701275108, nanosec=630732163)",-1.816140940432972,-0.05030478907637123,-1.7605510315560349,-0.0135926230941651
"builtin_interfaces.msg.Time(sec=1701275110, nanosec=243921020)",-2.065256746379871,-0.07973155524778011,-2.013513388773562,-0.05667579286273516
"builtin_interfaces.msg.Time(sec=1701275111, nanosec=896714517)",-2.317816673357642,-0.09123607739401257,-2.2757947737209463,-0.0762136365204735
"builtin_interfaces.msg.Time(sec=1701275113, nanosec=566095426)",-2.571873629397301,-0.12253867914406778,-2.526266008609515,-0.12187324892871432
"builtin_interfaces.msg.Time(sec=1701275115, nanosec=234690448)",-2.816738847631336,-0.20171301934440394,-2.7425354926251253,-0.20833590715668143
"builtin_interfaces.msg.Time(sec=1701275117, nanosec=277057095)",-3.0867987037827014,-0.34822463641725404,-2.9937177783345086,-0.356235344934711
"builtin_interfaces.msg.Time(sec=1701275119, nanosec=258177518)",-3.3404470411263913,-0.5195958918205258,-3.226119567557816,-0.541176754338158
"builtin_interfaces.msg.Time(sec=1701275121, nanosec=353565165)",-3.6062984453438283,-0.7264133443146249,-3.4866966425525265,-0.7701383842135435
"builtin_interfaces.msg.Time(sec=1701275123, nanosec=491195518)",-3.8588615775592547,-0.9447047294174524,-3.727868127926298,-0.9891663251151225
"builtin_interfaces.msg.Time(sec=1701275125, nanosec=844910764)",-4.117269842358789,-1.1959915291558545,-3.9790980450867437,-1.2336065110645196
"builtin_interfaces.msg.Time(sec=1701275127, nanosec=756573167)",-4.360786150968693,-1.3808583965836618,-4.220386415555585,-1.4229353957904654
"builtin_interfaces.msg.Time(sec=1701275129, nanosec=200116999)",-4.567208880565998,-1.473222899878671,-4.432887713829536,-1.5071768637561251
"builtin_interfaces.msg.Time(sec=1701275130, nanosec=947368547)",-4.837114546389267,-1.5333105463126113,-4.704378864647645,-1.5518754005201953
"builtin_interfaces.msg.Time(sec=1701275132, nanosec=626580309)",-5.087585991630107,-1.5637062612590849,-4.972521161598539,-1.5871219121066167
"builtin_interfaces.msg.Time(sec=1701275134, nanosec=334907214)",-5.3388943122742685,-1.586056851400298,-5.206558253331272,-1.5985476425009302
"builtin_interfaces.msg.Time(sec=1701275135, nanosec=952784876)",-5.59063850418301,-1.601294003543322,-5.4473827385014,-1.6103991130595203
"builtin_interfaces.msg.Time(sec=1701275137, nanosec=595792057)",-5.8428930319254375,-1.6106151484508346,-5.6966630315390185,-1.6266674433136956
"builtin_interfaces.msg.Time(sec=1701275139, nanosec=175717721)",-6.094552916291211,-1.6163236268699885,-5.94989963221925,-1.6213647752141318
"builtin_interfaces.msg.Time(sec=1701275140, nanosec=911077323)",-6.347742773826121,-1.6259732644576819,-6.191019408085429,-1.637637223173548
"builtin_interfaces.msg.Time(sec=1701275142, nanosec=499645944)",-6.600250679132774,-1.6406015988414828,-6.443174095911509,-1.63777123174956
"builtin_interfaces.msg.Time(sec=1701275144, nanosec=83290280)",-6.853212265450507,-1.6665106697530356,-6.7035661546275325,-1.657058149812171
"builtin_interfaces.msg.Time(sec=1701275145, nanosec=880260731)",-7.127405633785242,-1.723452520348767,-6.988448419543992,-1.7165493188649625
"builtin_interfaces.msg.Time(sec=1701275147, nanosec=678982928)",-7.39874727948994,-1.8043635871426376,-7.265942709517154,-1.8059974054427756
"builtin_interfaces.msg.Time(sec=1701275149, nanosec=422841935)",-7.662691688548706,-1.910925760509967,-7.537922020443056,-1.9039394959857316
"builtin_interfaces.msg.Time(sec=1701275150, nanosec=890731144)",-7.858175710433504,-2.033660294382986,-7.755045609680293,-2.010631924487329
"builtin_interfaces.msg.Time(sec=1701275152, nanosec=567433916)",-8.04213310062194,-2.213874701866164,-7.943682666226669,-2.1755042619457403
"builtin_interfaces.msg.Time(sec=1701275154, nanosec=593693046)",-8.238448816003073,-2.483258966270044,-8.142496090897893,-2.4493738853872404
"builtin_interfaces.msg.Time(sec=1701275156, nanosec=554024281)",-8.405495063889862,-2.743194388288441,-8.319779082108466,-2.6987229248873543
"builtin_interfaces.msg.Time(sec=1701275158, nanosec=452637281)",-8.572365819920073,-3.0010970247923376,-8.491022288852093,-2.977367576913063
"builtin_interfaces.msg.Time(sec=1701275160, nanosec=486217317)",-8.725617754849397,-3.2553053569350388,-8.626356249985188,-3.2551134661325563
"builtin_interfaces.msg.Time(sec=1701275162, nanosec=324057770)",-8.828978835715157,-3.5180247690710975,-8.738253787111512,-3.511802547423904
"builtin_interfaces.msg.Time(sec=1701275164, nanosec=78346665)",-8.884218194640582,-3.793627689810293,-8.781770698376787,-3.789865367240175
"builtin_interfaces.msg.Time(sec=1701275165, nanosec=766136928)",-8.905007987188059,-4.043588879558501,-8.811988631982125,-4.041406193741643
"builtin_interfaces.msg.Time(sec=1701275167, nanosec=353457319)",-8.887922725252226,-4.297508606624775,-8.800450675438475,-4.29512940358408
"builtin_interfaces.msg.Time(sec=1701275168, nanosec=943874812)",-8.837182986806088,-4.550187449351455,-8.774420756644412,-4.539872535682043
"builtin_interfaces.msg.Time(sec=1701275170, nanosec=125000538)",-8.76673335562921,-4.7133195991502985,-8.722254246686141,-4.702181034634791
"builtin_interfaces.msg.Time(sec=1701275171, nanosec=483610371)",-8.646122196499137,-4.877490291536806,-8.617013294109055,-4.847334670108371
"builtin_interfaces.msg.Time(sec=1701275172, nanosec=843471285)",-8.494618229985504,-5.016826327932523,-8.480821656444974,-4.974295478871638
"builtin_interfaces.msg.Time(sec=1701275174, nanosec=741226079)",-8.231062759755229,-5.168316431935628,-8.21272634399751,-5.1270250111494065
"builtin_interfaces.msg.Time(sec=1701275176, nanosec=497386429)",-7.973388977890668,-5.280850481253511,-7.95629014037117,-5.218149054418216
"builtin_interfaces.msg.Time(sec=1701275178, nanosec=276521144)",-7.711819190944826,-5.376509894127015,-7.686185998928056,-5.30254365858123
"builtin_interfaces.msg.Time(sec=1701275180, nanosec=138401356)",-7.447236433345976,-5.470215005750959,-7.406042494748519,-5.3949696082168
"builtin_interfaces.msg.Time(sec=1701275181, nanosec=880825314)",-7.182792877849168,-5.567188718464384,-7.141393476160958,-5.487256433738407
"builtin_interfaces.msg.Time(sec=1701275183, nanosec=591568192)",-6.921236449177599,-5.6673318802610755,-6.8845001667615096,-5.566634494229116
"builtin_interfaces.msg.Time(sec=1701275185, nanosec=323588069)",-6.657213409260617,-5.764992084127797,-6.60708419252972,-5.65971038239612
"builtin_interfaces.msg.Time(sec=1701275187, nanosec=101929237)",-6.394344733592506,-5.861943116870851,-6.348540349266688,-5.754672374506308
"builtin_interfaces.msg.Time(sec=1701275188, nanosec=855881996)",-6.131306844643913,-5.950986939942141,-6.102800068958403,-5.8299357457828265
"builtin_interfaces.msg.Time(sec=1701275190, nanosec=673338154)",-5.865354943450735,-6.037288195441222,-5.826035863041302,-5.913887937588974
"builtin_interfaces.msg.Time(sec=1701275192, nanosec=472459229)",-5.599094143303409,-6.129422222572846,-5.56419005235474,-5.998547685996926
"builtin_interfaces.msg.Time(sec=1701275194, nanosec=384921237)",-5.33475414444269,-6.224661342076779,-5.31485599626624,-6.086210010507503
"builtin_interfaces.msg.Time(sec=1701275196, nanosec=267054779)",-5.070111585497222,-6.316549579164773,-5.038336841217222,-6.152418475123595
"builtin_interfaces.msg.Time(sec=1701275198, nanosec=22635441)",-4.8069900503318,-6.412745565667675,-4.7721469755518715,-6.249627147248444
"builtin_interfaces.msg.Time(sec=1701275199, nanosec=943649719)",-4.541618148148505,-6.502983759443398,-4.493521149054797,-6.3443181561957145
"builtin_interfaces.msg.Time(sec=1701275201, nanosec=821116880)",-4.275239904975829,-6.5848354242104845,-4.2298167163388385,-6.430210040972557
"builtin_interfaces.msg.Time(sec=1701275203, nanosec=546931388)",-4.006090533934619,-6.664362041257557,-3.957616864735783,-6.4951262802083995
"builtin_interfaces.msg.Time(sec=1701275205, nanosec=298040255)",-3.737100197292898,-6.743528072640555,-3.698410856757426,-6.561763859752915
"builtin_interfaces.msg.Time(sec=1701275207, nanosec=112584022)",-3.470950827066676,-6.830908678783752,-3.4235433093336045,-6.655803683536454
"builtin_interfaces.msg.Time(sec=1701275209, nanosec=14051315)",-3.2067579229460526,-6.922683150593837,-3.1668187696025787,-6.741810158145025
"builtin_interfaces.msg.Time(sec=1701275210, nanosec=780374616)",-2.9409197495220254,-7.012639613432025,-2.903667372650948,-6.8329256617030945
"builtin_interfaces.msg.Time(sec=1701275212, nanosec=515698967)",-2.675846849998848,-7.101149886864427,-2.6270130919121315,-6.911604181551865
"builtin_interfaces.msg.Time(sec=1701275214, nanosec=263990478)",-2.40269226569161,-7.173827277663535,-2.33384264047234,-7.000423776096063
"builtin_interfaces.msg.Time(sec=1701275215, nanosec=826967952)",-2.1520432929485604,-7.213557267084386,-2.077835302472113,-7.055834204156149
"builtin_interfaces.msg.Time(sec=1701275217, nanosec=511363979)",-1.8994331706576033,-7.2382045508302735,-1.8559406547612531,-7.082491640409446
"builtin_interfaces.msg.Time(sec=1701275219, nanosec=53701740)",-1.650406081571781,-7.255587629254474,-1.6180474337696362,-7.140035629510293
"builtin_interfaces.msg.Time(sec=1701275220, nanosec=623975474)",-1.39790253497089,-7.263601855006801,-1.3953189095703025,-7.157717833432973
"builtin_interfaces.msg.Time(sec=1701275222, nanosec=224773068)",-1.1446482191696434,-7.268136857970678,-1.1431368949532767,-7.221470484299819
"builtin_interfaces.msg.Time(sec=1701275223, nanosec=893363531)",-0.8916499337269198,-7.2710908928821425,-0.9069181097450365,-7.223149946304276
"builtin_interfaces.msg.Time(sec=1701275225, nanosec=496614054)",-0.6371646181340567,-7.275727444856712,-0.6628881340922943,-7.2459307673763975
"builtin_interfaces.msg.Time(sec=1701275227, nanosec=58037330)",-0.38662909143233887,-7.284573354119503,-0.39790798145194595,-7.242859208756606
"builtin_interfaces.msg.Time(sec=1701275228, nanosec=835714392)",-0.13227129669701787,-7.312313875443185,-0.1548276612663759,-7.263267453066503
"builtin_interfaces.msg.Time(sec=1701275230, nanosec=657809047)",0.1392119176034399,-7.383189262099347,0.10201584582168227,-7.333618118092628
"builtin_interfaces.msg.Time(sec=1701275232, nanosec=440594523)",0.4112318867375014,-7.465957461778673,0.3926548348115064,-7.428853189551968
"builtin_interfaces.msg.Time(sec=1701275234, nanosec=163402559)",0.6752285228225628,-7.561085007925321,0.6408928093671574,-7.515561587248928
"builtin_interfaces.msg.Time(sec=1701275235, nanosec=913232006)",0.9381132749699685,-7.655610252765857,0.8965145985843617,-7.619932760449354
"builtin_interfaces.msg.Time(sec=1701275237, nanosec=697310800)",1.2034182098818098,-7.744559018899706,1.1437508026526975,-7.71311757314559
"builtin_interfaces.msg.Time(sec=1701275239, nanosec=537129957)",1.4711157829093335,-7.828970661172047,1.4188999186966225,-7.8020974230652795
"builtin_interfaces.msg.Time(sec=1701275241, nanosec=409223686)",1.7364099749989748,-7.913539830375992,1.6759304787244975,-7.887696432772012
"builtin_interfaces.msg.Time(sec=1701275243, nanosec=227765630)",2.003057530209448,-7.9982054274646135,1.9577598371723752,-7.965255626474714
"builtin_interfaces.msg.Time(sec=1701275245, nanosec=35883961)",2.2703801891044666,-8.085416500968508,2.1900426473341277,-8.054357632257739
"builtin_interfaces.msg.Time(sec=1701275246, nanosec=906942205)",2.535307425628401,-8.175543496402236,2.4721272223199424,-8.138162058678667
"builtin_interfaces.msg.Time(sec=1701275248, nanosec=694034715)",2.8052457463794807,-8.259109061477567,2.7424419342316355,-8.215518027787486
"builtin_interfaces.msg.Time(sec=1701275250, nanosec=432654114)",3.0764933955337868,-8.325301826965728,2.9967533377558673,-8.288046785855922
"builtin_interfaces.msg.Time(sec=1701275252, nanosec=30846554)",3.32672565287505,-8.35894260515136,3.249916380435406,-8.328526283356585
"builtin_interfaces.msg.Time(sec=1701275253, nanosec=640131622)",3.5794259889907116,-8.361297066354872,3.516382374170009,-8.32564836972702
"builtin_interfaces.msg.Time(sec=1701275255, nanosec=203595342)",3.8310265130597005,-8.350980415495616,3.7865578317549624,-8.317393825690122
"builtin_interfaces.msg.Time(sec=1701275256, nanosec=831757585)",4.083049900570396,-8.341083212616848,4.062301060303806,-8.296642470709592
"builtin_interfaces.msg.Time(sec=1701275258, nanosec=547523008)",4.339786300628428,-8.332924414663559,4.323715598666507,-8.294361148775339
"builtin_interfaces.msg.Time(sec=1701275260, nanosec=218596052)",4.590537983866321,-8.303632204284755,4.563168411807946,-8.25876950775715
"builtin_interfaces.msg.Time(sec=1701275261, nanosec=770652627)",4.841661188130905,-8.254993461485341,4.817173406234968,-8.209875073534162
"builtin_interfaces.msg.Time(sec=1701275263, nanosec=549154610)",5.112291394818361,-8.181717516283761,5.079781750715975,-8.136221703117076
"builtin_interfaces.msg.Time(sec=1701275265, nanosec=312551369)",5.381387985445405,-8.104646984155249,5.350495846444963,-8.055023490596703
"builtin_interfaces.msg.Time(sec=1701275267, nanosec=237113270)",5.65164643376825,-8.026325395392975,5.622291155067893,-7.9875000836200805
"builtin_interfaces.msg.Time(sec=1701275269, nanosec=820877106)",5.899629710043545,-7.939897659862563,5.889984216457284,-7.897303105504281
"builtin_interfaces.msg.Time(sec=1701275271, nanosec=362524549)",5.899676405166585,-7.939863375068704,5.906563164383848,-7.904465350777772
